ortho	lemme	cgram
conjecture	conjecturer	VER
conjecturent	conjecturer	VER
conjecturer	conjecturer	VER
conjectures	conjecture	NAM
conjectures	conjecturer	VER
conjoindre	conjoindre	VER
conjoint	conjoindre	VER
conjoint	conjoint	ADJ
conjoint	conjoint	NAM
conjointe	conjoint	ADJ
conjointe	conjoint	NAM
conjointement	conjointement	ADV
conjointes	conjoint	ADJ
conjoints	conjoindre	VER
conjoints	conjoint	ADJ
conjoints	conjoint	NAM
conjoncteur	conjoncteur	NAM
conjonctif	conjonctif	ADJ
conjonctif	conjonctif	NAM
conjonction	conjonction	NAM
conjonctions	conjonction	NAM
conjonctive	conjonctif	ADJ
conjonctive	conjonctive	NAM
conjonctives	conjonctif	ADJ
conjonctives	conjonctive	NAM
conjonctivite	conjonctivite	NAM
conjonctivites	conjonctivite	NAM
conjoncture	conjoncture	NAM
conjonctures	conjoncture	NAM
conjugaison	conjugaison	NAM
conjugaisons	conjugaison	NAM
conjugal	conjugal	ADJ
conjugale	conjugal	ADJ
conjugalement	conjugalement	ADV
conjugales	conjugal	ADJ
conjugalité	conjugalité	NAM
conjugaux	conjugal	ADJ
conjuguaient	conjuguer	VER
conjuguait	conjuguer	VER
conjuguant	conjuguer	VER
conjugue	conjuguer	VER
conjuguent	conjuguer	VER
conjuguer	conjuguer	VER
conjuguerions	conjuguer	VER
conjugues	conjuguer	VER
conjugué	conjuguer	VER
conjugué	conjugué	ADJ
conjuguée	conjuguer	VER
conjuguée	conjugué	ADJ
conjuguées	conjuguer	VER
conjugués	conjuguer	VER
conjungo	conjungo	NAM
conjungos	conjungo	NAM
conjura	conjurer	VER
conjurait	conjurer	VER
conjurant	conjurer	VER
conjurateur	conjurateur	NAM
conjuration	conjuration	NAM
conjurations	conjuration	NAM
conjuratoire	conjuratoire	ADJ
conjure	conjurer	VER
conjurer	conjurer	VER
conjurera	conjurer	VER
conjuré	conjurer	VER
conjuré	conjuré	ADJ
conjuré	conjuré	NAM
conjurée	conjurer	VER
conjurée	conjuré	ADJ
conjurée	conjuré	NAM
conjurées	conjurer	VER
conjurés	conjurer	VER
conjurés	conjuré	ADJ
conjurés	conjuré	NAM
connais	connais	VER
connais	connaître	VER
connaissable	connaissable	ADJ
connaissables	connaissable	ADJ
connaissaient	connaître	VER
connaissais	connaître	VER
connaissait	connaître	VER
connaissance	connaissance	NAM
connaissances	connaissance	NAM
connaissant	connaissant	ADJ
connaissant	connaître	VER
connaisse	connaître	VER
connaissement	connaissement	NAM
connaissements	connaissement	NAM
connaissent	connaître	VER
connaisses	connaître	VER
connaisseur	connaisseur	ADJ
connaisseur	connaisseur	NAM
connaisseurs	connaisseur	ADJ
connaisseurs	connaisseur	NAM
connaisseuse	connaisseur	ADJ
connaisseuse	connaisseur	NAM
connaisseuses	connaisseur	NAM
connaissez	connaître	VER
connaissiez	connaître	VER
connaissions	connaître	VER
connaissons	connaître	VER
connard	connard	ADJ
connard	connard	NAM
connards	connard	ADJ
connards	connard	NAM
connasse	connasse	ADJ
connasse	connasse	NAM
connasses	connasse	ADJ
connasses	connasse	NAM
connaît	connaître	VER
connaîtra	connaître	VER
connaîtrai	connaître	VER
connaîtraient	connaître	VER
connaîtrais	connaître	VER
connaîtrait	connaître	VER
connaîtras	connaître	VER
connaître	connaître	VER
connaîtrez	connaître	VER
connaîtriez	connaître	VER
connaîtrions	connaître	VER
connaîtrons	connaître	VER
connaîtront	connaître	VER
conne	con	ADJ
conne	con	NAM
conneau	conneau	NAM
conneaux	conneau	NAM
connectant	connecter	VER
connecte	connecter	VER
connectent	connecter	VER
connecter	connecter	VER
connectera	connecter	VER
connecteur	connecteur	NAM
connectez	connecter	VER
connectiez	connecter	VER
connections	connecter	VER
connectivité	connectivité	NAM
connectons	connecter	VER
connecté	connecter	VER
connectée	connecter	VER
connectées	connecter	VER
connectés	connecter	VER
connement	connement	ADV
connerie	connerie	NAM
conneries	connerie	NAM
connes	con	ADJ
connes	con	NAM
connexe	connexe	ADJ
connexes	connexe	ADJ
connexion	connexion	NAM
connexions	connexion	NAM
connils	connil	NAM
connivence	connivence	NAM
connivences	connivence	NAM
connotation	connotation	NAM
connotations	connotation	NAM
connu	connaître	VER
connu	connu	ADJ
connue	connaître	VER
connue	connu	ADJ
connues	connaître	VER
connues	connu	ADJ
connurent	connaître	VER
connus	connaître	VER
connus	connu	ADJ
connusse	connaître	VER
connussent	connaître	VER
connusses	connaître	VER
connut	connaître	VER
connétable	connétable	NAM
connétables	connétable	NAM
connûmes	connaître	VER
connût	connaître	VER
conoïdaux	conoïdal	ADJ
conoïde	conoïde	ADJ
conque	conque	NAM
conquerra	conquérir	VER
conquerraient	conquérir	VER
conquerrons	conquérir	VER
conquerront	conquérir	VER
conques	conque	NAM
conquiers	conquérir	VER
conquiert	conquérir	VER
conquirent	conquérir	VER
conquis	conquis	ADJ
conquis	conquérir	VER
conquise	conquis	ADJ
conquise	conquérir	VER
conquises	conquis	ADJ
conquises	conquérir	VER
conquistador	conquistador	NAM
conquistadores	conquistador	NAM
conquistadors	conquistador	NAM
conquit	conquérir	VER
conquière	conquérir	VER
conquièrent	conquérir	VER
conquérait	conquérir	VER
conquérant	conquérant	ADJ
conquérant	conquérant	NAM
conquérant	conquérir	VER
conquérante	conquérant	ADJ
conquérante	conquérant	NAM
conquérantes	conquérant	ADJ
conquérantes	conquérant	NAM
conquérants	conquérant	ADJ
conquérants	conquérant	NAM
conquérez	conquérir	VER
conquérir	conquérir	VER
conquérons	conquérir	VER
conquête	conquête	NAM
conquêtes	conquête	NAM
conquît	conquérir	VER
cons	con	ADJ
cons	con	NAM
consacra	consacrer	VER
consacrai	consacrer	VER
consacraient	consacrer	VER
consacrais	consacrer	VER
consacrait	consacrer	VER
consacrant	consacrant	NAM
consacrant	consacrer	VER
consacre	consacrer	VER
consacrent	consacrer	VER
consacrer	consacrer	VER
consacrera	consacrer	VER
consacrerai	consacrer	VER
consacreraient	consacrer	VER
consacrerais	consacrer	VER
consacrerait	consacrer	VER
consacreras	consacrer	VER
consacrerez	consacrer	VER
consacreriez	consacrer	VER
consacrerions	consacrer	VER
consacreront	consacrer	VER
consacres	consacrer	VER
consacrez	consacrer	VER
consacriez	consacrer	VER
consacrons	consacrer	VER
consacrèrent	consacrer	VER
consacré	consacrer	VER
consacré	consacré	ADJ
consacrée	consacrer	VER
consacrée	consacré	ADJ
consacrées	consacrer	VER
consacrées	consacré	ADJ
consacrés	consacrer	VER
consacrés	consacré	ADJ
consanguin	consanguin	ADJ
consanguine	consanguin	ADJ
consanguine	consanguin	NAM
consanguinité	consanguinité	NAM
consanguinités	consanguinité	NAM
consanguins	consanguin	ADJ
consanguins	consanguin	NAM
consciemment	consciemment	ADV
conscience	conscience	NAM
consciences	conscience	NAM
consciencieuse	consciencieux	ADJ
consciencieuse	consciencieux	NAM
consciencieusement	consciencieusement	ADV
consciencieuses	consciencieux	ADJ
consciencieux	consciencieux	ADJ
consciencieux	consciencieux	NAM
conscient	conscient	ADJ
conscient	conscient	NAM
consciente	conscient	ADJ
conscientes	conscient	ADJ
conscients	conscient	ADJ
conscients	conscient	NAM
conscription	conscription	NAM
conscrit	conscrit	NAM
conscrits	conscrit	NAM
conseil	conseil	NAM
conseilla	conseiller	VER
conseillai	conseiller	VER
conseillaient	conseiller	VER
conseillais	conseiller	VER
conseillait	conseiller	VER
conseillant	conseiller	VER
conseille	conseiller	VER
conseillent	conseiller	VER
conseiller	conseiller	NAM
conseiller	conseiller	VER
conseillera	conseiller	VER
conseillerai	conseiller	VER
conseillerais	conseiller	VER
conseillerait	conseiller	VER
conseillerez	conseiller	VER
conseilleriez	conseiller	VER
conseillers	conseiller	NAM
conseilles	conseiller	VER
conseilleurs	conseilleur	NAM
conseillez	conseiller	VER
conseillons	conseiller	VER
conseillère	conseiller	NAM
conseillèrent	conseiller	VER
conseillères	conseiller	NAM
conseillé	conseiller	VER
conseillée	conseiller	VER
conseillées	conseiller	VER
conseillés	conseiller	VER
conseils	conseil	NAM
consens	consentir	VER
consensuel	consensuel	ADJ
consensuelle	consensuel	ADJ
consensus	consensus	NAM
consent	consentir	VER
consentaient	consentir	VER
consentais	consentir	VER
consentait	consentir	VER
consentant	consentant	ADJ
consentant	consentir	VER
consentante	consentant	ADJ
consentantes	consentant	ADJ
consentants	consentant	ADJ
consente	consentir	VER
consentement	consentement	NAM
consentements	consentement	NAM
consentent	consentir	VER
consentes	consentir	VER
consentez	consentir	VER
consenti	consentir	VER
consentie	consentir	VER
consenties	consentir	VER
consentiez	consentir	VER
consentions	consentir	VER
consentir	consentir	VER
consentira	consentir	VER
consentirai	consentir	VER
consentiraient	consentir	VER
consentirais	consentir	VER
consentirait	consentir	VER
consentiras	consentir	VER
consentirent	consentir	VER
consentirez	consentir	VER
consentiriez	consentir	VER
consentirions	consentir	VER
consentiront	consentir	VER
consentis	consentir	VER
consentisse	consentir	VER
consentissent	consentir	VER
consentit	consentir	VER
consentons	consentir	VER
consentît	consentir	VER
conserva	conserver	VER
conservai	conserver	VER
conservaient	conserver	VER
conservais	conserver	VER
conservait	conserver	VER
conservant	conserver	VER
conservateur	conservateur	ADJ
conservateur	conservateur	NAM
conservateurs	conservateur	ADJ
conservateurs	conservateur	NAM
conservation	conservation	NAM
conservatisme	conservatisme	NAM
conservatoire	conservatoire	NAM
conservatoires	conservatoire	NAM
conservatrice	conservateur	ADJ
conservatrice	conservatrice	NAM
conservatrices	conservateur	ADJ
conservatrices	conservatrice	NAM
conserve	conserve	NAM
conserve	conserver	VER
conservent	conserver	VER
conserver	conserver	VER
conservera	conserver	VER
conserverai	conserver	VER
conserveraient	conserver	VER
conserverais	conserver	VER
conserverait	conserver	VER
conserveras	conserver	VER
conserverez	conserver	VER
conserverie	conserverie	NAM
conserveries	conserverie	NAM
conserverons	conserver	VER
conserveront	conserver	VER
conserves	conserve	NAM
conserves	conserver	VER
conservez	conserver	VER
conserviez	conserver	VER
conservions	conserver	VER
conservons	conserver	VER
conservât	conserver	VER
conservèrent	conserver	VER
conservé	conserver	VER
conservé	conservé	ADJ
conservée	conserver	VER
conservée	conservé	ADJ
conservées	conserver	VER
conservées	conservé	ADJ
conservés	conserver	VER
conservés	conservé	ADJ
considère	considérer	VER
considèrent	considérer	VER
considères	considérer	VER
considéra	considérer	VER
considérable	considérable	ADJ
considérablement	considérablement	ADV
considérables	considérable	ADJ
considérai	considérer	VER
considéraient	considérer	VER
considérais	considérer	VER
considérait	considérer	VER
considérant	considérant	NAM
considérant	considérer	VER
considérants	considérant	NAM
considérassent	considérer	VER
considération	considération	NAM
considérations	considération	NAM
considérer	considérer	VER
considérera	considérer	VER
considérerai	considérer	VER
considéreraient	considérer	VER
considérerais	considérer	VER
considérerait	considérer	VER
considéreras	considérer	VER
considéreriez	considérer	VER
considérerions	considérer	VER
considérerons	considérer	VER
considérez	considérer	VER
considériez	considérer	VER
considérions	considérer	VER
considérons	considérer	VER
considérât	considérer	VER
considérèrent	considérer	VER
considéré	considérer	VER
considérée	considérer	VER
considérées	considérer	VER
considérés	considérer	VER
consigna	consigner	VER
consignais	consigner	VER
consignait	consigner	VER
consignant	consigner	VER
consignataire	consignataire	NAM
consignation	consignation	NAM
consignations	consignation	NAM
consigne	consigne	NAM
consigne	consigner	VER
consignent	consigner	VER
consigner	consigner	VER
consignera	consigner	VER
consignerais	consigner	VER
consignes	consigne	NAM
consignes	consigner	VER
consignez	consigner	VER
consigné	consigner	VER
consigné	consigné	ADJ
consignée	consigner	VER
consignée	consigné	ADJ
consignées	consigner	VER
consignées	consigné	ADJ
consignés	consigner	VER
consignés	consigné	ADJ
consista	consister	VER
consistaient	consister	VER
consistait	consister	VER
consistance	consistance	NAM
consistances	consistance	NAM
consistant	consistant	ADJ
consistant	consister	VER
consistante	consistant	ADJ
consistantes	consistant	ADJ
consistants	consistant	ADJ
consiste	consister	VER
consistent	consister	VER
consister	consister	VER
consistera	consister	VER
consisteraient	consister	VER
consisterait	consister	VER
consistoire	consistoire	NAM
consistorial	consistorial	ADJ
consistoriales	consistorial	ADJ
consistèrent	consister	VER
consisté	consister	VER
conso	conso	NAM
consoeur	consoeur	NAM
consoeurs	consoeur	NAM
consola	consoler	VER
consolai	consoler	VER
consolaient	consoler	VER
consolais	consoler	VER
consolait	consoler	VER
consolant	consolant	ADJ
consolant	consoler	VER
consolante	consolant	ADJ
consolantes	consolant	ADJ
consolants	consolant	ADJ
consolasse	consoler	VER
consolateur	consolateur	ADJ
consolateur	consolateur	NAM
consolateurs	consolateur	ADJ
consolateurs	consolateur	NAM
consolation	consolation	NAM
consolations	consolation	NAM
consolatrice	consolateur	ADJ
consolatrice	consolateur	NAM
consolatrices	consolateur	ADJ
console	console	NAM
console	consoler	VER
consolent	consoler	VER
consoler	consoler	VER
consolera	consoler	VER
consolerai	consoler	VER
consoleraient	consoler	VER
consolerais	consoler	VER
consolerait	consoler	VER
consoleras	consoler	VER
consolerez	consoler	VER
consolerons	consoler	VER
consoleront	consoler	VER
consoles	console	NAM
consoles	consoler	VER
consolez	consoler	VER
consolidaient	consolider	VER
consolidais	consolider	VER
consolidait	consolider	VER
consolidant	consolider	VER
consolidation	consolidation	NAM
consolide	consolider	VER
consolident	consolider	VER
consolider	consolider	VER
consolideraient	consolider	VER
consolidons	consolider	VER
consolidé	consolider	VER
consolidé	consolidé	ADJ
consolidée	consolider	VER
consolidée	consolidé	ADJ
consolidées	consolider	VER
consolidées	consolidé	ADJ
consolidés	consolider	VER
consolidés	consolidé	ADJ
consoliez	consoler	VER
consolions	consoler	VER
consolât	consoler	VER
consolèrent	consoler	VER
consolé	consoler	VER
consolée	consoler	VER
consolées	consoler	VER
consolés	consoler	VER
consomma	consommer	VER
consommable	consommable	ADJ
consommables	consommable	ADJ
consommai	consommer	VER
consommaient	consommer	VER
consommait	consommer	VER
consommant	consommer	VER
consommateur	consommateur	NAM
consommateurs	consommateur	NAM
consommation	consommation	NAM
consommations	consommation	NAM
consommatrice	consommateur	NAM
consommatrices	consommateur	NAM
consomme	consommer	VER
consomment	consommer	VER
consommer	consommer	VER
consommerait	consommer	VER
consommeront	consommer	VER
consommez	consommer	VER
consommions	consommer	VER
consommons	consommer	VER
consommé	consommer	VER
consommé	consommé	ADJ
consommé	consommé	NAM
consommée	consommer	VER
consommée	consommé	ADJ
